created_at,text,sentiment
2017-12-04T20:27:03Z,$AAPL should gap down tomorrow to 168,Bearish
2017-12-04T20:21:31Z,Year Of The Breach: A Guide To The Major Hacks Of 2017 https://benzinga.com/z/10836863 $AAPL $ANTM $SONC $MCD $CMG $AMZN $H $VZ,Neutral
2017-12-04T20:18:08Z,"$cvs $aapl $wmt $spy $dia $qqq no, not surprised by the market; the good news was priced in the week before last week and last week.",Neutral
2017-12-04T20:17:57Z,"$UVXY $AAPL $NFLX $GOOG $AMZN  I normally don’t do this, but buy $UVXY for a weekly trade.  MAKE SURE you sell before the weekend.",Bullish
2017-12-04T20:17:51Z,Microsoft Corporation Stock Is a better bet than Apple Inc. Stock target up at $105.00  https://intradaytradingsignals.com/microsoft-corporation-stock-is-a-better-bet-than-apple-inc-stock-target-105-00/ $MSFT $AAPL $FB $ADBE,Bullish
2017-12-04T20:17:34Z,"@Dotard_PuddingPop $AAPL, We ought synchronize the dump!",Neutral
2017-12-04T20:15:37Z,$AAPL This quarter is going to decimate all!!! So keep giving me the discounts!!!!,Neutral
2017-12-04T20:14:43Z,$AAPL Guess the street would have wanted no tax cuts $fb Gimme a major tank!!!!!!!,Bearish
2017-12-04T20:13:41Z,$AAPL $fb What was the purpose of that pop???? 🤦‍♂️,Bearish
2017-12-04T20:13:09Z,$AAPL - Looks like the Tax bill was a typical buy the rumours - seel the news.,Neutral
2017-12-04T20:12:36Z,$SPY $QQQ $IWM $AMD $AAPL $FB Patrondoss25 the Stocktwits LEGEND https://www.youtube.com/watch?v=7hnxw3CuZz0,Neutral
2017-12-04T20:11:49Z,$AAPL about to dump this bizatch,Neutral
2017-12-04T20:10:45Z,$AAPL Rally into EOD or will it stay pinned under Fridays close?,Neutral
2017-12-04T20:08:54Z,$QQQ fundamentally driven funds not selling. Those guys are in for the long haul. Algos in play. This too shall pass like always $AAPL,Bullish
2017-12-04T20:07:20Z,$AAPL EXP:12/8/2017|MaxPain:170.00|HighPutOI:152.50(8373)|HighCallOI:175.00(17887) http://www.opricot.com/ticker/aapl/optiongraphs,Neutral
2017-12-04T20:06:46Z,$IWM $SPY $QQQ market rolling over ... selling resuming into the close $AAPL $V $FXI,Neutral
2017-12-04T20:03:54Z,$QQQ closing at LOD. Is not what bulls want. BTFD not working. Rotation out of tech. $fb $msft $aapl $nflx $googl $amzn way too crowded.,Bearish
2017-12-04T19:56:37Z,$AAPL Tech getting sold by funds to lock up EOY gains. Going to banks/financials. Trades/EOY/or long term buys. Makes sense.,Neutral
2017-12-04T19:56:34Z,"$AMTD &#39;s Investor Movement Index- $COST, $BABA, $AMD, $SQ, $FB, $MU, $AAPL, $GE, $T, $NVDA, $JD, $TSLA, $PYPL, $TWTR http://crweworld.com/article/news-provided-by-business-wire/188381/td-ameritrade-investor-movement-index-imx-rises-over-15-percent-to-new-record-high",Neutral
2017-12-04T19:54:20Z,"$AAPL Don&#39;t forget about the iMac Pro :) 5K display, compatible with the Oculus Rift, and supports 8-18 core processors depending on usage!",Bullish
2017-12-04T19:54:09Z,$AAPL and I don’t see any major forward movement for the stock until Trump signs the bill.,Neutral
2017-12-04T19:53:15Z,$AAPL I don’t know how encouraging a 22% corporate tax rate would be for Apple.,Neutral
2017-12-04T19:52:34Z,"$AAPL tight support and resistance areas 175.2, 171 and 168.1 , analysis http://chart.st/AAPL",Neutral
2017-12-04T19:51:41Z,$AAPL What?,Bullish
2017-12-04T19:45:15Z,$SPY $QQQ $IWM $AAPL $FB $AMZN You know what to do boys BUY THE DIP,Bullish
2017-12-04T19:44:55Z,$AAPL http://iphone.appleinsider.com/articles/17/12/04/quanta-lumus-sign-deal-potentially-paving-way-for-apples-ar-headset,Neutral
2017-12-04T19:43:10Z,Guys watching $BABA $AMZN $GOOG $GOOGL $AAPL $AMD tech isn&#39;t DYING. Tech in 2017/18 isn&#39;t going to die. Short term loss. Long term gain.,Bullish
2017-12-04T19:42:38Z,$AAPL It did same thing in sept 163 to 150! Nothing goes straight up!!,Bullish
2017-12-04T19:41:52Z,$AAPL RECORD ER past and upcoming shaking out the weak!,Neutral
2017-12-04T19:41:30Z,$AAPL shake the weak hands out. this company is making $$$. when it moves up it will rocket when u least expect.,Neutral
2017-12-04T19:41:03Z,$TSLA  21 incredible facts about Elon Musk&#39;s Gigafactory http://www.businessinsider.com/facts-about-the-tesla-gigafactory-2015-11/#it-will-be-the-largest-lithium-ion-battery-factory-in-the-world-9 $NVDA $AAPL $AMZN $BABA,Bullish
2017-12-04T19:39:32Z,$BABA $AAPL $FB $AMZN  You still pumping?,Neutral
2017-12-04T19:39:23Z,$AAPL LOVE IT! will buy #boatload #truckload #Airload at this price!,Bullish
2017-12-04T19:37:40Z,$AAPL where did it all go wrong...,Neutral
2017-12-04T19:34:17Z,$AAPL this IS epic!,Neutral
2017-12-04T19:33:22Z,$BIDU $BABA $AAPL bi leg down into the close coming,Bearish
2017-12-04T19:32:34Z,$AAPL oh goody- what now again...,Neutral
2017-12-04T19:30:37Z,$AAPL there she goes.. no coming back once we break 169,Bearish
2017-12-04T19:29:25Z,$AAPL double oversold signal,Bullish
2017-12-04T19:28:34Z,$AAPL Is Flynn testifying right now???,Neutral
2017-12-04T19:28:05Z,"$GOOGL $FB $AAPL $NVDA $MU $AMZN $ATVI $SQ $NFLX $BABA $SEDG Definitely not advised, but I do it all the time... :)",Neutral
2017-12-04T19:25:27Z,$AAPL think aapl is ready for a major move down here,Bearish
2017-12-04T19:22:12Z,$AAPL Money rotateing out of apple into $PLM it&#39;s definitely trending with tons of good news ahead,Neutral
2017-12-04T19:21:30Z,$SPY $AAPL PPT out doing blow and banging hookers.,Neutral
2017-12-04T19:21:07Z,$AAPL,Neutral
2017-12-04T19:20:39Z,$AAPL 35% intend to buy iPhone X compared with just 18% in August.,Bullish
2017-12-04T19:19:49Z,"$GOOGL $FB $AAPL $NVDA $MU $AMZN $ATVI $SQ $NFLX $BABA $SEDG Question to the experts, is it usually wise to use margin funds to avg. down?",Neutral
2017-12-04T19:18:18Z,$AAPL $SPRT It&#39;s time to update your iPhone https://themarketisopen.com/posts/it-s-time-to-update-your-iphone,Neutral
2017-12-04T19:18:10Z,$AAPL Ireland says it expects Apple to start paying $15 billion in back taxes in first quarter 2018 https://themarketisopen.com/posts/ireland-says-it-expects-apple-to-start-paying-15-billion-in-back-taxes-in-first-quarter-2018,Neutral
2017-12-04T19:18:02Z,$AAPL Apple still has one more major product to launch this year https://themarketisopen.com/posts/apple-still-has-one-more-major-product-to-launch-this-year,Neutral
2017-12-04T19:17:37Z,"$AAPL $AET $CVS Thanks to CVS, Aetna and Apple, virtual medicine is getting the marketing boost it needs https://themarketisopen.com/posts/thanks-to-cvs-aetna-and-apple-virtual-medicine-is-getting-the-marketing-boost-it-needs",Neutral
2017-12-04T19:15:23Z,$AAPL Flash back from this morning &quot;today is going yo be epic!&quot;,Neutral
2017-12-04T19:14:37Z,$AAPL I will buy fury stop at 168$,Neutral
2017-12-04T19:13:44Z,$AAPL wow 150s then,Neutral
2017-12-04T19:12:28Z,$AAPL can u repeated,Neutral
2017-12-04T19:12:08Z,$AAPL no move as predicted....by the Asian stocks...yes its connected,Neutral
2017-12-04T19:11:55Z,$AAPL almost there man,Neutral
2017-12-04T19:10:20Z,$AAPL Old iphone are full of bugs I get an A instead of I and it keep locking up POS,Neutral
2017-12-04T19:08:48Z,$AAPL dinero Muerto,Neutral
2017-12-04T19:05:48Z,$AAPL launches Pay Cash for iOS 11.2. https://investorplace.com/2017/12/apple-pay-cash-comes-to-ios-11-2/,Neutral
2017-12-04T19:05:19Z,$AAPL EXP:12/8/2017|MaxPain:170.00|HighPutOI:152.50(8373)|HighCallOI:175.00(17887) http://www.opricot.com/ticker/aapl/optiongraphs,Neutral
2017-12-04T19:00:40Z,$AAPL The future is now with $IOT.X . It&#39;s like an non-evil SKYNET,Bullish
2017-12-04T18:57:58Z,$BABA $AAPL $FB $AMZN We havn&#39;t seen any real Buy Algo&#39;s in Tech yet so sellers keep selling into a Void. Lets see if we can get some here,Bullish
2017-12-04T18:56:22Z,"@nerdtechie @catfish15 Yes, let it flush out. Waiting to play the next earnings run. Only thing I have is $AAPL &amp; $BABA.",Neutral
2017-12-04T18:55:25Z,$SPY $AAPL $DIS $HD $UNP $IWM   End Of Day Rally! Buying Dow Jones Before The Close! Gap Up Tuesday 🎄🎁,Bullish
2017-12-04T18:54:40Z,$BB $NOK $AAPL  9‘s are gone!! hopefully!!!,Neutral
2017-12-04T18:54:19Z,$AAPL WS is sweating Flynn lol $$$$$$$$$$$$$$$$$$$$$$$$,Bullish
2017-12-04T18:51:52Z,$VUZI $AQMS $NBEV #MGTI $AAPL and none other then BITCOIN $BTC.X $BTCUSD  long,Bullish
2017-12-04T18:46:07Z,$AAPL Ireland will begin collecting €13 billion ($15.46 billion) in back taxes from Apple Inc. as soon as early next year,Bearish
2017-12-04T18:45:14Z,$AAPL .....Apple to Pay Ireland Billions in Back Taxes,Bearish
2017-12-04T18:44:50Z,$AAPL gotta hold 170.,Neutral
2017-12-04T18:44:03Z,$AAPL Full of suspense today $$$$$$$$$$$$$$$$$$$$$$$,Bullish
2017-12-04T18:43:02Z,Tickers mentioned in Monday&#39;s linkfest: https://abnormalreturns.com/2017/12/04/monday-links-access-to-the-internet/ $SPY $VIX $IEF $JNK $HYG $BTC.X $CME $CBOE $AAPL $BLK $FXY $CVS $AET,Neutral
2017-12-04T18:41:57Z,$SPY $IWM $QQQ $AAPL   Gap Up Tuesday $DIA  Buy And Hold! Ignore The Afraid 🐻,Bullish
2017-12-04T18:41:17Z,$AAPL 170’s close easy!!! $fb 173.75,Bearish
2017-12-04T18:39:40Z,"$MSFT worried by $ADBE joining The Cloud, Can They Remain Leaders? https://intradaytradingsignals.com/microsoft-worried-by-adobe-joining-the-cloud-can-they-remain-leaders/ $MSFT $AAPL $FB $ADBE",Neutral
2017-12-04T18:36:24Z,$AAPL backing up the truck,Bullish
2017-12-04T18:36:06Z,$AAPL Apple Pay Cash Now Live for iOS 11.2 Users,Bullish
2017-12-04T18:34:25Z,Texting Turns 25: A Look At Its Transformative Role In US Commerce https://benzinga.com/z/10867084 $VOD $FB $SNAP $NOK $AAL $AAPL $BB $S $TMUS $T,Neutral
2017-12-04T18:33:01Z,8 Hot Products Your Tech-Savvy Friends Will Love - https://buff.ly/2A1foGu  includes $AMZN $AAPL $GOOG $MSFT $NFLX $AMD $ROKU,Neutral
2017-12-04T18:29:02Z,$AAPL why is this struggling so much lately? Range bound until it breaks above 176 IMO. Dbl btm intraday seems inbound,Neutral
2017-12-04T18:28:37Z,"$AAPL $FB $GOOGL $AMZN $BABA $BIDU technology companies are more profitable today than they have been in the past, and are still cheaper.BUY",Bullish
2017-12-04T18:28:02Z,$SPY $DIA $AAPL $WFC $BAC $UNP   Huge Foreign Investors Buying Every Dip,Bullish
2017-12-04T18:27:53Z,$SPY $AAPL Buy the gap up doesn’t quite have the same ring as Buy the dip. For good reason.,Neutral
2017-12-04T18:26:54Z,"$AAPL  If my home is any gauge, more iPhone X upgrades than any upgrades in the last 10 yrs at one time",Bullish
2017-12-04T18:24:10Z,$AAPL $170 sub eod,Bearish
2017-12-04T18:22:05Z,$AAPL Man how the tune has changed,Neutral
2017-12-04T18:22:01Z,$AAPL Cash is KING! waiting patiently....,Bullish
2017-12-04T18:16:48Z,Budget Expert David Stockman Derides The &quot;Delirious Dozen&quot; Of 2017 https://buff.ly/2zEyzXk  $FB $AMZN $AAPL $NFLX $GOOG $GOOGL,Neutral
2017-12-04T18:15:59Z,12.04.17 Elliott Wave Updates For Big Tech: $AAPL $PCLN $NTES $AVGO   http://wavegenius.com/12-04-17-elliott-wave-updates-for-big-tech-aapl,Neutral
2017-12-04T18:15:34Z,$SPY Christmas Rally Baby Never See Prices This Low Again $IWM $AAPL $UNP $DIS $MO $AMZN $BAC $WFC $JPM,Bullish
2017-12-04T18:15:28Z,$AAPL close at 173 or I’ll be pissed :),Neutral
2017-12-04T18:14:09Z,"$FIT $AAPL is too large in this market, fit will go bankrupt soom",Neutral
2017-12-04T18:09:24Z,$AAPL u can’t stop the trillion $ train200$ or close to it before u say merry Xmas!That’s right trump said we can say merry Xmas now lol 😂,Bullish
2017-12-04T18:05:17Z,$AAPL EXP:12/8/2017|MaxPain:170.00|HighPutOI:152.50(8373)|HighCallOI:175.00(17887) http://www.opricot.com/ticker/aapl/optiongraphs,Neutral
2017-12-04T18:03:08Z,$AAPL Set to Witness a &quot;Super Long Cycle&quot; Per Piper Jaffray - https://buff.ly/2zM94ze,Neutral
2017-12-04T18:00:03Z,$QCOM They need to get a bidding war going between $AAPL and $AVGO,Bullish
2017-12-04T17:57:40Z,"The Most Active Equity Options And Strikes For Midday December 4th – $BAC, $FB, $AAPL, $MRK, $CVS   http://www.theoptionsinsider.com/active-equity-options-strikes-midday-december-4th-bac-fb-aapl-mrk-cvs/",Neutral
2017-12-04T17:56:48Z,Trade Ideas w/ Option Trades Screener $AAPL $SPY $F $BAC $M $OIH $DIS $EWY $OIH $DIS $XLF $BITA $SHLD $SBUX $f $tsla https://marketchameleon.com/Screeners/OptionTrades,Neutral
2017-12-04T17:53:46Z,$AAPL http://www.hotstockspoint.com/2017/12/explore-volume-patterns-for-some-important-insights-apple-inc-nasdaq-aapl-2/,Neutral
2017-12-04T17:52:12Z,Which Stocks Are Powering The Dow? https://buff.ly/2iLw1zi  $AAPL $BA $CAT $V $WMT $DJIA $DIA,Neutral
2017-12-04T17:48:59Z,"$BABA $FB $AMZN $AAPL So, .... Looks like some Smart Money wants the sales. They&#39;re about to catch WS Short",Bullish
2017-12-04T17:47:48Z,$AAPL contrary to rest of tech sector,Neutral
2017-12-04T17:47:46Z,"$SPY $AAPL $UNP $DIS $MO   Strong Upside Move, Walls Of Buyers",Bullish
2017-12-04T17:47:39Z,$AAPL that the stock has gotten nowhere today is a big hint that it&#39;s about to get hammered.,Bearish
2017-12-04T17:46:28Z,Estimize revenue expectations are 0.39% higher than that of Wall Street for $AAPL Q1 [Reporting 01/30 AMC] http://www.estimize.com/intro/aapl?utm_content=AAPL&amp;amp;utm_medium=revenue_difference&amp;amp;utm_source=stocktwits#chart=change-over-time,Neutral
2017-12-04T17:43:40Z,"$MSFT $AABA $AAPL $FB $AMZN  ..  (MSFT), Altaba Inc (AABA) &amp; More: 5 Stocks Hedge Funds Are Crazy About  https://www.insidermonkey.com/blog/microsoft-corporation-msft-altaba-inc-aaba-more-5-stocks-hedge-funds-are-crazy-about-612480/?yptr=yahoo",Neutral
2017-12-04T17:39:07Z,"$SPY How would $AAPL, $FB, or $MSFT be treated in today&#39;s VC financing? VC&#39;s whore it out 5-7 layers of funding. Then ipo when growth stops.",Neutral
2017-12-04T17:33:39Z,$AAPL $170 :D,Bearish
2017-12-04T17:31:51Z,"$AAPL should continue to go lower from here.. doubt we break 172,50 this month.. stop a little above 173",Bearish
2017-12-04T17:31:28Z,"$AAPL non techs are settling down (a little selling infact), will now the money start coming in for the safest tech stock $AAPL?",Bullish
2017-12-04T17:27:31Z,$AAPL just need other snp sell off we heading 160s again,Neutral
2017-12-04T17:26:14Z,$AAPL 170 eod or lower,Neutral
2017-12-04T17:25:48Z,$AAPL .70cent + in short put pos.  Cont to bleed,Neutral
2017-12-04T17:25:34Z,$BTC.X $ETH.X $LTC.X $AAPL $AMZN $FB $TSLA $GOOG $DIS $WMT $AZO   Get in before wallstreet,Neutral
2017-12-04T17:24:50Z,$AAPL to test 165 before it moves towards 185,Neutral
2017-12-04T17:24:33Z,$AAPL gift from god each time it rips to add to position,Bearish
2017-12-04T17:23:44Z,Case Study on Risk Reduction -- Passive vs. Active https://buff.ly/2iA53uu  includes $AAPL $GOOG $MSFT $AMZN $NVDA $AMD $T,Neutral
2017-12-04T17:20:43Z,$AAPL Sold for a quick one,Bullish
2017-12-04T17:17:57Z,"$AAPL needs to push over 172.62, yea we still have plenty of time.",Bullish
2017-12-04T17:15:39Z,$GOOGL $FB $AAPL $NVDA $MU $AMZN $ATVI $SQ $NFLX $BABA Are we having a minor recovery across the board? I like it. The BTFD still lives!,Bullish
2017-12-04T17:15:32Z,$AAPL ripping,Bullish
2017-12-04T17:15:29Z,"$AAPL i can see why financials would greatly benefit from tax bill, but wouldnt it also greatly benefit AAPL? idk why AAPL isnt up more?",Neutral
2017-12-04T17:14:55Z,$AAPL!,Bullish
2017-12-04T17:13:52Z,$TSLA Tech will always be #1 favorite $AMZN  $AAPL $NFLX $GOOGL $NVDA ... don’t listen to stupid analysts,Bullish
2017-12-04T17:11:40Z,$AAPL short,Neutral
2017-12-04T17:10:42Z,$FB $AAPL $AMZN $QQQ $SPY https://www.youtube.com/watch?v=zferjHGkMJY,Bullish
2017-12-04T17:09:49Z,$MSFT $GOOGL $AAPL .. tons of $$$ overseas.. stupid short money is selling..  cyber sale,Neutral
2017-12-04T17:09:46Z,$AAPL can’t stop ✋ go go go,Bullish
2017-12-04T17:08:55Z,"$AAPL One of these days we will see move and bounce back into tech , no idea when it will be , but have to be in once it happens.",Bullish
2017-12-04T17:08:04Z,See my article &quot;Trading FANTAG Chart Patterns&quot; in Modern Trader magazine   (Jan&#39;18) $FB $AMZN $TSLA $AAPL $GOOG http://www.zinio.com/mag-reader/h5r-reader.jsp#/readsvg/416437178/64,Neutral
2017-12-04T17:05:24Z,$AAPL great value on Leap calls especially Jan 20 95 C,Bullish
2017-12-04T17:01:31Z,$AAPL Picked up Jan 18 $175 calls here. Small position. Giving this some wiggle room. My exit will be most recent of $167.16.,Neutral
2017-12-04T16:59:49Z,$AAPL Been showing relative strength compared to rest of $QQQ sector. Other tech stocks made new lows since last week. $AAPL holding up.,Neutral
2017-12-04T16:59:28Z,$AAPL,Bullish
2017-12-04T16:58:47Z,$AMZN $FB  $GOOG  $AAPL  $NVDA  $NFLX $AMD $TTWO Should you buy the tech dip tomorrow? Move your $ into other sectors? Or move to cash?,Neutral
2017-12-04T16:58:30Z,$AAPL 👍👍👍,Neutral
2017-12-04T16:57:56Z,"iPhone X Still Hard To Find In Stores, Even As Online Lead Times Improve https://benzinga.com/z/10866152 $AAPL",Neutral
2017-12-04T16:57:48Z,$BABA Patience is always Key. That &amp; knowing the stocks you&#39;re trading &amp; how HFT play $AAPL $AMZN,Bullish
2017-12-04T16:57:31Z,"$TSLA $AAPl $FB $AMZN $BABA APPLE leads this naval fleet, even tesla which is like a navy seal speed boat, 🍏 the aircraft carrier, 🍏 👀",Bullish
2017-12-04T16:53:15Z,$AAPL “New iPhone Leak Reveals Massive Upgrade” Could be a game changer!!  https://www.forbes.com/sites/gordonkelly/2017/12/03/apple-leak-new-iphone-upgrade-specs-price-battery-life-iphone-9-iphone-x-plus/,Neutral
2017-12-04T16:53:02Z,$AAPL amazing this still green,Bullish
2017-12-04T16:52:49Z,$AAPL sp = FB sp,Neutral
2017-12-04T16:51:15Z,"$aapl green.. holding pivot 170.50$ ,65% flow bullish,, $mu some traders taking profits,can come back!",Bullish
2017-12-04T16:49:41Z,$AAPL waited all year for this to pass and here we are.....so rigged,Bullish
2017-12-04T16:48:51Z,"$EBAY with the tech sell off $NVDA $FB $AAPL $AMD $AMZN $TSLA , Ebay not really effected is a good sign.",Bullish
2017-12-04T16:46:28Z,$AAPL $GS   BUying,Bullish
2017-12-04T16:46:14Z,$MSFT Is a better bet than Apple Inc. target up at $105.00 Check out the report for more info https://intradaytradingsignals.com/microsoft-corporation-stock-is-a-better-bet-than-apple-inc-stock-target-105-00 $MSFT $AAPL $FB $ADBE,Neutral
2017-12-04T16:45:45Z,$AAPL this looks pretty after looking at $BABA and $NVDA,Neutral
2017-12-04T16:45:01Z,"Our analyzer finds a low risk trade suggestion for $AAPL, buy stop @176.26, stop @167.15!. https://www.chartmill.com/analyze.php?utm_source=stocktwits&amp;utm_medium=TA&amp;utm_content=TRADINGSETUP#/AAPL?key=bb853040-a4ac-41c6-b549-d218d2f21b32",Neutral
2017-12-04T16:44:01Z,$AAPL should head back down now again. Just being consistent,Neutral
2017-12-04T16:43:59Z,$AAPL calls! $172.50,Bullish
2017-12-04T16:42:48Z,"Recent $AAPL technical alerts: Non-ADX 1,2,3,4 Bullish plus 2 more alerts... https://swingtradebot.com/equities/AAPL",Neutral
2017-12-04T16:42:12Z,$VERI $GOOG $AAPL $FB $AMZN $MSFT,Neutral
2017-12-04T16:40:44Z,$NVDA $FB $AAPL $AMD  Why are these going down?,Neutral
2017-12-04T16:40:03Z,Throw the baby out with the bath water....rotation out of tech last several days. $BABA $AMZN $GOOGL $FB $NFLX $AAPL When do they buy em up?,Neutral
2017-12-04T16:39:50Z,"$AAPL LOVE this FALL, will buy every drop below $172 ---&gt; #boatload #Fridayfishfry $175 Before Christmas!",Bullish
2017-12-04T16:39:50Z,"$BABA $AAPL $FB $AMZN Have to say, this has been a great day for scalping",Bullish
2017-12-04T16:38:48Z,Apple CEO Tim Cook Speaks for First Time at State-Run Tech Conference in China $AAPL http://dlvr.it/Q4J1gf,Neutral
2017-12-04T16:38:09Z,$AAPL #Apple still has one more major product to launch this year https://www.cnbc.com/2017/12/04/imac-pro-release-is-it-still-coming-in-december.html,Neutral
2017-12-04T16:37:49Z,"$AAPL If there is actually some algos around they must be currently keeping it afloat, no the opposite IMHO...",Bearish
2017-12-04T16:37:13Z,$AAPL wait until people try to update. 90% won&#39;t b able without apple help. Must try update 20-25x? Each reboot; which is every 10-15 sec,Neutral
2017-12-04T16:32:56Z,$AAPL Iphone crash update has been released. It is related to certain apps with scheduled repeat notifications.,Neutral
2017-12-04T16:31:32Z,$AAPL Compared to other tech names..AAPl holding up very well,Neutral
2017-12-04T16:31:13Z,$AAPL One of the only tech companies that isn&#39;t red.,Neutral
2017-12-04T16:30:04Z,"$AAPL Algos working, but I see you. Just waiting from the good seats. 1 share of each stock.",Bullish
2017-12-04T16:29:35Z,$NVDA wonder how much of tech sell off has to do with people buying into the bitcoin craze? besides rotation into banks.  $AMZN $AAPL $FB,Neutral
2017-12-04T16:28:25Z,$SPY $AAPL $DIS $IWM $DIA   Disney Soaring! More Share Buybacks And Dividends,Bullish
2017-12-04T16:26:18Z,"$AAPL gift for it to be this up, time to load up on puts",Bearish
2017-12-04T16:25:17Z,"$SPY $AAPL $IWM $DIA $WFC $JPM $BAC   Markets Tax Bill Passed, Foreign Money Moving In, Macro Numbers Beat, Holiday Sales Beat",Bullish
2017-12-04T16:25:05Z,$AAPL This bug is really bad! &quot;Most&quot; will have no clue how 2 fix. Apple &amp; stores will b swamped. Press will b all over this. Worst I&#39;ve seen,Neutral
2017-12-04T16:24:28Z,$AAPL warning. While I&#39;ve played 12/15 170calls this am well; I&#39;ve now stopping. I&#39;ve had to fix 6 apple devices from the &quot;crash&quot; bug 2day..,Neutral
2017-12-04T16:23:49Z,$AAPL you coy dog you 😏,Bullish
2017-12-04T16:23:41Z,$AAPL,Bullish
2017-12-04T16:22:52Z,"$FB that’s all, hope u all caugh the gift before the end of the year, $AAPL $AMZN $BABA $TSLA",Bullish
2017-12-04T16:21:11Z,"Positive Expectations, But Will S&amp;P 500 Continue Higher? https://www.sunshineprofits.com/gold-silver/free-alerts/positive-expectations-but-will-sp-500-continue-higher/ $SPY $SPX $AAPL $DJIA $NDX",Neutral
2017-12-04T16:21:10Z,$LPL Might Be $AAPL&#39;s Second Source for OLED Displays - https://buff.ly/2iNVyHZ,Neutral
2017-12-04T16:20:37Z,$AAPL Holding strong while other tech stocks getting crushed. Tells a lot.,Bullish
2017-12-04T16:20:12Z,$BABA Selling pressure easing as EU prepares to close. Still need to finish the US flush but keep watching $AMZN $AAPL $FB $GOOGL,Bullish
2017-12-04T16:19:29Z,$AAPL todays action so far,Neutral
2017-12-04T16:19:23Z,"$AAPL Need new buyers at high 170 for decent bounce, till then killing premium area I see.",Bullish
2017-12-04T16:18:58Z,"$BABA $NFLX $FB $AAPL WS wants your stock you hold, cancel stop loss &amp; and freaking hold!!!🤑🤑🤑🤑",Bullish
2017-12-04T16:18:41Z,$SPY $QQQ $AMZN $GOOGL $FB $NFLX $AAPL in a few days when tech is down another 10% youll wish you sold here,Neutral
2017-12-04T16:17:35Z,$AAPL It is just insane to sell this today knowing the tax news. It will be bought,Bullish
2017-12-04T16:17:26Z,$GBTC $DGAZ $SVXY $AAPL  HAVING A WONDERFUL DAY ON MY 4 GLORIOUS POSITIONS! 👍🏼,Bullish
2017-12-04T16:16:54Z,$AAPL what a great day for day traders!!,Neutral
2017-12-04T16:16:22Z,Guess I should have bought $M and not $AAPL . Lol. What a market,Neutral
2017-12-04T16:15:36Z,$SPY In a few days will be people regretting not buying that dip in tech $QQQ $AMZN $GOOGL $FB $NFLX $AAPL,Neutral
2017-12-04T16:14:34Z,"$AAPL waiting till tomorrow, but this looks primed for puts this week.",Neutral
2017-12-04T16:13:52Z,"$AAPL Morning Gap filled, Bears trapped; time to run. Volume should be rising here",Neutral
2017-12-04T16:13:43Z,$AAPL This again: British pound volatile after reports of no Brexit deal Monday https://www.marketwatch.com/story/british-pound-volatile-after-reports-of-no-brexit-deal-monday-2017-12-04,Bullish
2017-12-04T16:13:35Z,3 months performace of SP500 stocks $AMZN $WMT $HD $JNJ $PFE $UNH $AAPL $MRK $WFC $JPM https://www.finscreener.com/map,Neutral
2017-12-04T16:13:16Z,$BABA $AAPL $FB $AMZN Lets see how US buyer react when EU closes,Bullish
2017-12-04T16:12:58Z,$GOOGL $FB $AAPL $NVDA $MU $AMZN $ATVI $SQ $NFLX $BABA $SEDG yeah bes tupid stocks always go up forever. pumptards,Neutral
2017-12-04T16:12:31Z,$BABA $AAPL $FE HFT are playing the momo &amp; making bank. They go home flat. Wait for a little recovery $AMZN,Bullish
2017-12-04T16:12:29Z,$AAPL this is next to drop this week. 163 target,Neutral
2017-12-04T16:12:08Z,$AAPL its actually holding up pretty well... $$$$$$$$$$$$$$$$$$$$$$$$$,Bullish
2017-12-04T16:12:06Z,$AAPL Tech is down last week and this week as well. Money is flowing into banks/airlines ... would be crazy to buy tech now,Bearish
2017-12-04T16:11:53Z,$AAPL 170 put bought,Bearish
2017-12-04T16:11:26Z,"$AAPL outperforming $NDX $QQQ, #FANG underperforming Is it #PERatios",Neutral
2017-12-04T16:11:06Z,"$GOOGL $FB $AAPL $NVDA $MU $AMZN $ATVI $SQ $NFLX $BABA $SEDG add to it PSTG, CY, MIME, ON, etc.",Neutral
2017-12-04T16:09:58Z,"$SPY Adding Here, Foreign Money Will Pile In Tonight Ahead Of Tomorrow $IWM $AAPL $JNJ $PEP $WFC $BAC $JPM $MKC",Bullish
2017-12-04T16:09:11Z,$AAPL EXP:12/8/2017|MaxPain:170.00|HighPutOI:152.50(8373)|HighCallOI:175.00(17887) http://www.opricot.com/ticker/aapl/optiongraphs,Neutral
2017-12-04T16:09:07Z,"$GOOGL $FB $AAPL $NVDA $MU $AMZN $ATVI $SQ $NFLX $BABA $SEDG Trying to distract myself by playing overwatch, must not panic! Will hold. :D",Bullish
2017-12-04T16:09:00Z,"$AAPL WS acting like mountains of iphones, ipads and watches aren&#39;t going to be given for Christmas this year.",Neutral
2017-12-04T16:08:49Z,$AAPL bah hum bug says Mr Bear,Bearish
2017-12-04T16:08:17Z,$AAPL $fb It’s gotta be rotation!!!!,Bearish
2017-12-04T16:07:57Z,$AAPL $fb Lord have mercy on us all!!!,Neutral
2017-12-04T16:07:56Z,"$AAPL lower lows, just broke last close, spy cracked, vix rising, fellas we are in for a nice ride for christmas meltdown, loving my puts",Bearish
2017-12-04T16:07:54Z,$AAPL IV is crazy high. Tax “cut” IV,Neutral
2017-12-04T16:07:19Z,"$AAPL Slow down with the excuses bulls, your gonna crash the internet!",Neutral
